# Residuals   
# Time        	Ux            	Uy            	p             
9.63174       	2.386177e-03	1.823702e-03	3.453052e-02
9.63217       	2.385805e-03	1.823659e-03	3.414576e-02
9.63261       	2.385306e-03	1.823803e-03	3.424916e-02
9.63304       	2.384742e-03	1.823923e-03	3.384755e-02
9.63348       	2.384166e-03	1.824011e-03	3.416356e-02
9.63391       	2.383541e-03	1.823990e-03	3.363288e-02
9.63435       	2.382924e-03	1.823775e-03	3.324615e-02
9.63478       	2.382480e-03	1.823588e-03	3.302824e-02
9.63522       	2.382076e-03	1.823470e-03	3.309985e-02
9.63565       	2.381723e-03	1.823363e-03	3.340782e-02
9.63609       	2.381443e-03	1.823415e-03	3.363280e-02
9.63652       	2.380945e-03	1.823438e-03	3.364821e-02
9.63696       	2.380465e-03	1.823423e-03	3.399563e-02
9.63739       	2.380001e-03	1.823403e-03	3.418175e-02
9.63783       	2.379559e-03	1.823289e-03	3.391520e-02
9.63826       	2.379139e-03	1.823129e-03	3.378758e-02
9.6387        	2.378693e-03	1.823144e-03	3.369657e-02
9.63913       	2.378227e-03	1.822938e-03	3.378019e-02
9.63957       	2.377746e-03	1.822888e-03	3.346710e-02
9.64          	2.377123e-03	1.822979e-03	3.320780e-02
9.64043       	2.376532e-03	1.823023e-03	3.320339e-02
9.64087       	2.376031e-03	1.823035e-03	3.307972e-02
9.6413        	2.375581e-03	1.822961e-03	3.286107e-02
9.64174       	2.375182e-03	1.822873e-03	3.325468e-02
9.64217       	2.374862e-03	1.822778e-03	3.354166e-02
9.64261       	2.374646e-03	1.822674e-03	3.397205e-02
9.64304       	2.374369e-03	1.822699e-03	3.381259e-02
9.64348       	2.373962e-03	1.822667e-03	3.366228e-02
9.64391       	2.373638e-03	1.822582e-03	3.394540e-02
9.64435       	2.373227e-03	1.822464e-03	3.395115e-02
9.64478       	2.372803e-03	1.822282e-03	3.408046e-02
9.64522       	2.372319e-03	1.822038e-03	3.353446e-02
9.64565       	2.371751e-03	1.821840e-03	3.299446e-02
9.64609       	2.371208e-03	1.821632e-03	3.303714e-02
9.64652       	2.370681e-03	1.821437e-03	3.286570e-02
9.64696       	2.370119e-03	1.821320e-03	3.270397e-02
9.64739       	2.369521e-03	1.821309e-03	3.237553e-02
9.64783       	2.368934e-03	1.821277e-03	3.234390e-02
9.64819       	1.974088e-03	1.517998e-03	5.929397e-02
9.64855       	1.973398e-03	1.518109e-03	4.734619e-02
9.64891       	1.973011e-03	1.518309e-03	3.906776e-02
9.64928       	1.972785e-03	1.518589e-03	3.399755e-02
9.64964       	1.972642e-03	1.518706e-03	3.164349e-02
9.65          	1.972653e-03	1.518738e-03	2.990855e-02
9.6504        	2.177641e-03	1.676540e-03	3.770137e-02
9.65082       	2.272432e-03	1.749055e-03	4.139358e-02
9.65123       	2.272601e-03	1.748848e-03	3.766079e-02
9.65165       	2.272509e-03	1.748686e-03	3.566857e-02
9.65207       	2.272227e-03	1.748477e-03	3.396100e-02
9.65249       	2.271676e-03	1.748245e-03	3.315875e-02
9.6529        	2.271028e-03	1.748041e-03	3.299876e-02
9.65332       	2.270396e-03	1.747688e-03	3.268896e-02
9.65374       	2.269795e-03	1.747544e-03	3.238550e-02
9.65416       	2.269251e-03	1.747394e-03	3.223678e-02
9.65457       	2.268686e-03	1.747361e-03	3.247550e-02
9.65499       	2.268103e-03	1.747333e-03	3.224773e-02
9.65541       	2.267574e-03	1.747274e-03	3.199235e-02
9.65583       	2.267280e-03	1.747200e-03	3.181866e-02
9.65624       	2.267050e-03	1.747089e-03	3.183648e-02
9.65666       	2.266787e-03	1.747049e-03	3.143405e-02
9.65708       	2.266578e-03	1.747125e-03	3.120525e-02
9.6575        	2.266363e-03	1.747122e-03	3.145423e-02
9.65791       	2.266090e-03	1.747100e-03	3.128643e-02
9.65833       	2.265839e-03	1.747055e-03	3.162513e-02
9.65875       	2.265547e-03	1.746984e-03	3.179038e-02
9.65917       	2.265234e-03	1.746905e-03	3.144687e-02
9.65958       	2.264941e-03	1.746840e-03	3.148898e-02
9.66          	2.264617e-03	1.746731e-03	3.140471e-02
9.66042       	2.260292e-03	1.743388e-03	3.144713e-02
9.66083       	2.259957e-03	1.743304e-03	3.122713e-02
9.66125       	2.259627e-03	1.743236e-03	3.108979e-02
9.66167       	2.259249e-03	1.743284e-03	3.126448e-02
9.66208       	2.258832e-03	1.743247e-03	3.102026e-02
9.6625        	2.258545e-03	1.743075e-03	3.071953e-02
9.66292       	2.258457e-03	1.742874e-03	3.102892e-02
9.66333       	2.258286e-03	1.742673e-03	3.108993e-02
9.66375       	2.258136e-03	1.742619e-03	3.106527e-02
9.66417       	2.257964e-03	1.742620e-03	3.095727e-02
9.66456       	2.107386e-03	1.626561e-03	3.783504e-02
9.66494       	2.106940e-03	1.626574e-03	3.435775e-02
9.66533       	2.106623e-03	1.626533e-03	3.243844e-02
9.66572       	2.106389e-03	1.626543e-03	3.128104e-02
9.66611       	2.106206e-03	1.626552e-03	3.066782e-02
9.6665        	2.106047e-03	1.626556e-03	2.989853e-02
9.66689       	2.105926e-03	1.626401e-03	2.981191e-02
9.66728       	2.105773e-03	1.626097e-03	2.999807e-02
9.66767       	2.105678e-03	1.625990e-03	2.963008e-02
9.66806       	2.105520e-03	1.625883e-03	2.959794e-02
9.66844       	2.105320e-03	1.625791e-03	2.955712e-02
9.66883       	2.105100e-03	1.625820e-03	2.935579e-02
9.66922       	2.104879e-03	1.625790e-03	2.965580e-02
9.66961       	2.104713e-03	1.625688e-03	2.932060e-02
9.67          	2.104581e-03	1.625573e-03	2.940278e-02
9.6704        	2.164508e-03	1.671875e-03	3.089972e-02
9.6708        	2.164405e-03	1.671816e-03	3.028437e-02
9.6712        	2.164327e-03	1.671721e-03	2.985578e-02
9.6716        	2.164176e-03	1.671570e-03	2.965809e-02
9.672         	2.163918e-03	1.671383e-03	2.978101e-02
9.6724        	2.163506e-03	1.671206e-03	3.016956e-02
9.6728        	2.163230e-03	1.670999e-03	3.028288e-02
9.6732        	2.163078e-03	1.670901e-03	3.060862e-02
9.6736        	2.162937e-03	1.670822e-03	3.035454e-02
9.674         	2.162724e-03	1.670559e-03	3.059350e-02
9.6744        	2.162554e-03	1.670245e-03	3.063920e-02
9.6748        	2.162429e-03	1.670164e-03	3.042303e-02
9.6752        	2.162314e-03	1.670172e-03	3.008385e-02
9.6756        	2.162218e-03	1.670296e-03	2.967452e-02
9.676         	2.162095e-03	1.670298e-03	2.963724e-02
9.6764        	2.161921e-03	1.670324e-03	2.970304e-02
9.6768        	2.161819e-03	1.670246e-03	2.973947e-02
9.6772        	2.161755e-03	1.670094e-03	2.953314e-02
9.6776        	2.161710e-03	1.669912e-03	2.971408e-02
9.678         	2.161660e-03	1.669778e-03	2.918937e-02
9.6784        	2.161581e-03	1.669597e-03	2.921784e-02
9.6788        	2.161529e-03	1.669439e-03	2.944529e-02
9.6792        	2.161500e-03	1.669238e-03	2.943499e-02
9.6796        	2.161375e-03	1.668987e-03	2.959538e-02
9.68          	2.161276e-03	1.668704e-03	2.937676e-02
9.6804        	2.161250e-03	1.668539e-03	2.936122e-02
9.6808        	2.161238e-03	1.668450e-03	2.972664e-02
9.6812        	2.161148e-03	1.668143e-03	2.957962e-02
9.6816        	2.161144e-03	1.667927e-03	2.970148e-02
9.682         	2.161149e-03	1.667876e-03	2.971337e-02
9.6824        	2.161088e-03	1.667860e-03	2.983233e-02
9.6828        	2.161067e-03	1.667891e-03	3.009672e-02
9.6832        	2.161069e-03	1.667920e-03	3.005877e-02
9.6836        	2.161020e-03	1.667896e-03	2.981907e-02
9.68398       	2.034085e-03	1.569846e-03	3.539886e-02
9.68435       	2.034038e-03	1.569836e-03	3.223288e-02
9.68473       	2.034015e-03	1.569893e-03	3.024858e-02
9.68511       	2.033992e-03	1.569943e-03	2.917519e-02
9.68548       	2.034007e-03	1.569883e-03	2.867199e-02
9.68586       	2.034103e-03	1.569708e-03	2.841620e-02
9.68624       	2.034120e-03	1.569441e-03	2.849971e-02
9.68661       	2.034132e-03	1.569197e-03	2.824030e-02
9.68699       	2.034122e-03	1.569021e-03	2.826049e-02
9.68736       	2.034121e-03	1.568966e-03	2.801045e-02
9.68774       	2.034134e-03	1.568805e-03	2.817714e-02
9.68812       	2.034116e-03	1.568474e-03	2.843936e-02
9.68849       	2.034088e-03	1.568292e-03	2.849260e-02
9.68887       	2.034121e-03	1.568192e-03	2.865374e-02
9.68925       	2.034120e-03	1.568098e-03	2.811449e-02
9.68962       	2.034125e-03	1.568057e-03	2.824049e-02
9.69          	2.034154e-03	1.568062e-03	2.803647e-02
9.69037       	2.001236e-03	1.542683e-03	2.892970e-02
9.69074       	2.001298e-03	1.542741e-03	2.831559e-02
9.69111       	2.001342e-03	1.542689e-03	2.804649e-02
9.69148       	2.001430e-03	1.542589e-03	2.810436e-02
9.69185       	2.001487e-03	1.542552e-03	2.756815e-02
9.69222       	2.001511e-03	1.542470e-03	2.749553e-02
9.69259       	2.001549e-03	1.542316e-03	2.712439e-02
9.69296       	2.001636e-03	1.542116e-03	2.733493e-02
9.69331       	1.901770e-03	1.464866e-03	3.192444e-02
9.69367       	1.901778e-03	1.464792e-03	2.965874e-02
9.69402       	1.901816e-03	1.464724e-03	2.860720e-02
9.69437       	1.901945e-03	1.464671e-03	2.804553e-02
9.69472       	1.902055e-03	1.464539e-03	2.756476e-02
9.69507       	1.902097e-03	1.464264e-03	2.787326e-02
9.69543       	1.902142e-03	1.464050e-03	2.770032e-02
9.69578       	1.902137e-03	1.463997e-03	2.749484e-02
9.69613       	1.902170e-03	1.463960e-03	2.735419e-02
9.69648       	1.902239e-03	1.463951e-03	2.689997e-02
9.69683       	1.902316e-03	1.463972e-03	2.694833e-02
9.69719       	1.902364e-03	1.463924e-03	2.704093e-02
9.69754       	1.902423e-03	1.463891e-03	2.710143e-02
9.69789       	1.902483e-03	1.463825e-03	2.698437e-02
9.69824       	1.902534e-03	1.463715e-03	2.708827e-02
9.69853       	1.585744e-03	1.219911e-03	5.688170e-02
9.69883       	1.585465e-03	1.220227e-03	4.328912e-02
9.69912       	1.585371e-03	1.220445e-03	3.463297e-02
9.69941       	1.585370e-03	1.220505e-03	2.943697e-02
9.69971       	1.585509e-03	1.220520e-03	2.661794e-02
9.7           	1.585704e-03	1.220420e-03	2.515963e-02
9.70032       	1.744698e-03	1.342432e-03	3.431347e-02
9.70066       	1.805183e-03	1.388170e-03	3.657496e-02
9.70099       	1.805573e-03	1.387799e-03	3.241987e-02
9.70132       	1.805791e-03	1.387560e-03	2.973813e-02
9.70166       	1.805877e-03	1.387250e-03	2.838669e-02
9.70199       	1.805854e-03	1.386956e-03	2.753913e-02
9.70232       	1.805750e-03	1.386803e-03	2.706501e-02
9.70266       	1.805676e-03	1.386782e-03	2.683283e-02
9.70299       	1.805525e-03	1.386799e-03	2.662009e-02
9.70333       	1.805467e-03	1.386841e-03	2.645311e-02
9.70366       	1.805456e-03	1.386899e-03	2.633865e-02
9.70398       	1.715349e-03	1.317690e-03	3.065357e-02
9.70429       	1.715393e-03	1.317922e-03	2.822094e-02
9.70461       	1.715505e-03	1.318033e-03	2.668194e-02
9.70493       	1.715676e-03	1.318134e-03	2.594015e-02
9.70524       	1.715843e-03	1.318171e-03	2.520968e-02
9.70556       	1.716016e-03	1.318152e-03	2.504254e-02
9.70588       	1.716216e-03	1.318150e-03	2.485941e-02
9.7062        	1.716368e-03	1.318087e-03	2.486308e-02
9.70651       	1.716536e-03	1.318047e-03	2.490065e-02
9.70683       	1.716675e-03	1.317953e-03	2.478739e-02
9.70715       	1.716790e-03	1.317781e-03	2.488691e-02
9.70746       	1.716895e-03	1.317663e-03	2.471468e-02
9.70778       	1.716972e-03	1.317528e-03	2.485527e-02
9.7081        	1.717028e-03	1.317414e-03	2.479662e-02
9.70841       	1.717062e-03	1.317250e-03	2.497428e-02
9.70873       	1.717105e-03	1.317080e-03	2.525809e-02
9.70905       	1.717177e-03	1.316894e-03	2.538000e-02
9.70937       	1.717307e-03	1.316822e-03	2.541564e-02
9.70968       	1.717470e-03	1.316826e-03	2.561270e-02
9.71          	1.717611e-03	1.316837e-03	2.572172e-02
9.71031       	1.693271e-03	1.298021e-03	2.598066e-02
9.71063       	1.693423e-03	1.298014e-03	2.564643e-02
9.71094       	1.693594e-03	1.298020e-03	2.550333e-02
9.71125       	1.693736e-03	1.298057e-03	2.520614e-02
9.71156       	1.693875e-03	1.298057e-03	2.540837e-02
9.71187       	1.693979e-03	1.298028e-03	2.533686e-02
9.71219       	1.694112e-03	1.297964e-03	2.559564e-02
9.7125        	1.694274e-03	1.297968e-03	2.560596e-02
9.71281       	1.694438e-03	1.297988e-03	2.579952e-02
9.71312       	1.694559e-03	1.298000e-03	2.561657e-02
9.71344       	1.694652e-03	1.297945e-03	2.601703e-02
9.71375       	1.694723e-03	1.297929e-03	2.573464e-02
9.71406       	1.694795e-03	1.297909e-03	2.578938e-02
9.71437       	1.694875e-03	1.297852e-03	2.605178e-02
9.71469       	1.694863e-03	1.297722e-03	2.581703e-02
9.715         	1.694896e-03	1.297673e-03	2.560943e-02
9.71531       	1.694950e-03	1.297612e-03	2.565465e-02
9.71562       	1.695034e-03	1.297400e-03	2.578461e-02
9.71594       	1.695085e-03	1.297138e-03	2.579172e-02
9.71625       	1.695183e-03	1.297004e-03	2.582896e-02
9.71656       	1.695349e-03	1.296919e-03	2.564208e-02
9.71687       	1.695465e-03	1.296771e-03	2.575850e-02
9.71719       	1.695633e-03	1.296687e-03	2.594532e-02
9.7175        	1.695796e-03	1.296601e-03	2.559084e-02
9.71781       	1.696003e-03	1.296567e-03	2.591949e-02
9.71812       	1.696220e-03	1.296564e-03	2.600696e-02
9.71844       	1.696434e-03	1.296557e-03	2.629594e-02
9.71875       	1.696543e-03	1.296535e-03	2.622223e-02
9.71906       	1.696676e-03	1.296488e-03	2.632339e-02
9.71937       	1.696801e-03	1.296502e-03	2.620571e-02
9.71969       	1.696926e-03	1.296496e-03	2.589904e-02
9.72          	1.696961e-03	1.296430e-03	2.602233e-02
9.72031       	1.697010e-03	1.296395e-03	2.594114e-02
9.72062       	1.644098e-03	1.255848e-03	2.824214e-02
9.72092       	1.644080e-03	1.255831e-03	2.687309e-02
9.72122       	1.644057e-03	1.255746e-03	2.647003e-02
9.72152       	1.644096e-03	1.255663e-03	2.604764e-02
9.72183       	1.644106e-03	1.255639e-03	2.582554e-02
9.72213       	1.644167e-03	1.255660e-03	2.525334e-02
9.72243       	1.644182e-03	1.255489e-03	2.547811e-02
9.72273       	1.644242e-03	1.255295e-03	2.517661e-02
9.72304       	1.644367e-03	1.255159e-03	2.538998e-02
9.72334       	1.644494e-03	1.255033e-03	2.536428e-02
9.72364       	1.644643e-03	1.254919e-03	2.526208e-02
9.72395       	1.644820e-03	1.254829e-03	2.535581e-02
9.72425       	1.644973e-03	1.254751e-03	2.517173e-02
9.72455       	1.645144e-03	1.254699e-03	2.526892e-02
9.72485       	1.645292e-03	1.254680e-03	2.528104e-02
9.72516       	1.645465e-03	1.254636e-03	2.515794e-02
9.72546       	1.645654e-03	1.254645e-03	2.559754e-02
9.72576       	1.645768e-03	1.254672e-03	2.536890e-02
9.72606       	1.645868e-03	1.254586e-03	2.567117e-02
9.72637       	1.646033e-03	1.254554e-03	2.564497e-02
9.72667       	1.646129e-03	1.254520e-03	2.527130e-02
9.72697       	1.646110e-03	1.254403e-03	2.525045e-02
9.72728       	1.646098e-03	1.254197e-03	2.536611e-02
9.72758       	1.646130e-03	1.254006e-03	2.504879e-02
9.72788       	1.646214e-03	1.253870e-03	2.495170e-02
9.72818       	1.646323e-03	1.253803e-03	2.513770e-02
9.72849       	1.646456e-03	1.253760e-03	2.499781e-02
9.72879       	1.646561e-03	1.253694e-03	2.488245e-02
9.72909       	1.646632e-03	1.253664e-03	2.494050e-02
9.72939       	1.646727e-03	1.253548e-03	2.503955e-02
9.7297        	1.646781e-03	1.253365e-03	2.500397e-02
9.73          	1.646823e-03	1.253260e-03	2.520600e-02
9.7303        	1.648539e-03	1.254455e-03	2.506788e-02
9.73061       	1.648645e-03	1.254348e-03	2.518906e-02
9.73091       	1.648789e-03	1.254290e-03	2.505928e-02
9.73121       	1.648973e-03	1.254173e-03	2.467165e-02
9.73152       	1.649156e-03	1.254113e-03	2.458870e-02
9.73182       	1.649294e-03	1.254065e-03	2.489526e-02
9.73212       	1.649410e-03	1.254052e-03	2.477043e-02
9.73242       	1.649611e-03	1.254095e-03	2.495790e-02
9.73273       	1.649724e-03	1.254056e-03	2.485404e-02
9.73303       	1.649781e-03	1.253934e-03	2.516068e-02
9.73333       	1.649852e-03	1.253844e-03	2.496754e-02
9.73364       	1.649879e-03	1.253707e-03	2.502954e-02
9.73394       	1.649859e-03	1.253501e-03	2.511253e-02
9.73424       	1.649876e-03	1.253286e-03	2.512414e-02
9.73455       	1.649964e-03	1.253133e-03	2.495340e-02
9.73485       	1.650023e-03	1.253037e-03	2.505091e-02
9.73515       	1.650068e-03	1.252918e-03	2.464030e-02
9.73545       	1.650103e-03	1.252765e-03	2.485440e-02
9.73576       	1.650166e-03	1.252716e-03	2.467973e-02
9.73606       	1.650212e-03	1.252639e-03	2.487783e-02
9.73634       	1.532482e-03	1.163102e-03	3.388926e-02
9.73662       	1.532467e-03	1.163109e-03	2.935845e-02
9.7369        	1.532509e-03	1.163150e-03	2.690811e-02
9.73719       	1.532673e-03	1.163174e-03	2.522153e-02
9.73747       	1.532828e-03	1.163143e-03	2.418980e-02
9.73775       	1.533029e-03	1.163092e-03	2.378408e-02
9.73803       	1.533246e-03	1.162995e-03	2.355344e-02
9.73831       	1.533509e-03	1.162946e-03	2.352218e-02
9.73859       	1.533752e-03	1.162917e-03	2.342117e-02
9.73887       	1.533931e-03	1.162878e-03	2.341252e-02
9.73916       	1.534103e-03	1.162783e-03	2.370811e-02
9.73944       	1.534266e-03	1.162755e-03	2.344985e-02
9.73972       	1.534387e-03	1.162643e-03	2.351718e-02
9.74          	1.534441e-03	1.162549e-03	2.348492e-02
9.74029       	1.603813e-03	1.214975e-03	2.711800e-02
9.74059       	1.603892e-03	1.214775e-03	2.600451e-02
9.74088       	1.603992e-03	1.214580e-03	2.543288e-02
9.74118       	1.604056e-03	1.214499e-03	2.496418e-02
9.74147       	1.604165e-03	1.214500e-03	2.450622e-02
9.74176       	1.604254e-03	1.214486e-03	2.408320e-02
9.74206       	1.604294e-03	1.214456e-03	2.386738e-02
9.74235       	1.604359e-03	1.214400e-03	2.368809e-02
9.74265       	1.604434e-03	1.214396e-03	2.359936e-02
9.74294       	1.604513e-03	1.214361e-03	2.364435e-02
9.74324       	1.604570e-03	1.214251e-03	2.352263e-02
9.74353       	1.604599e-03	1.214109e-03	2.344671e-02
9.74382       	1.604691e-03	1.213997e-03	2.397872e-02
9.74412       	1.604817e-03	1.213976e-03	2.386812e-02
9.74441       	1.604950e-03	1.213918e-03	2.391506e-02
9.74471       	1.605111e-03	1.213917e-03	2.384274e-02
9.745         	1.605275e-03	1.213904e-03	2.376158e-02
9.74529       	1.605449e-03	1.213890e-03	2.357111e-02
9.74559       	1.605603e-03	1.213833e-03	2.365686e-02
9.74588       	1.605730e-03	1.213744e-03	2.375837e-02
9.74618       	1.605931e-03	1.213760e-03	2.353529e-02
9.74647       	1.606023e-03	1.213658e-03	2.324579e-02
9.74676       	1.606125e-03	1.213529e-03	2.335192e-02
9.74706       	1.606257e-03	1.213427e-03	2.335555e-02
9.74735       	1.606400e-03	1.213352e-03	2.323845e-02
9.74765       	1.606497e-03	1.213296e-03	2.315024e-02
9.74794       	1.606599e-03	1.213281e-03	2.330951e-02
9.74824       	1.606745e-03	1.213307e-03	2.320307e-02
9.74853       	1.606945e-03	1.213328e-03	2.325727e-02
9.74882       	1.607172e-03	1.213396e-03	2.346070e-02
9.74912       	1.607346e-03	1.213433e-03	2.319705e-02
9.74941       	1.607492e-03	1.213457e-03	2.316922e-02
9.74971       	1.607674e-03	1.213547e-03	2.316293e-02
9.75          	1.607821e-03	1.213471e-03	2.329593e-02
9.75029       	1.607950e-03	1.213381e-03	2.371075e-02
9.75059       	1.608078e-03	1.213286e-03	2.380463e-02
9.75088       	1.608280e-03	1.213312e-03	2.409327e-02
9.75118       	1.608449e-03	1.213247e-03	2.376702e-02
9.75147       	1.608623e-03	1.213285e-03	2.359291e-02
9.75176       	1.608803e-03	1.213322e-03	2.329963e-02
9.75206       	1.609024e-03	1.213402e-03	2.317744e-02
9.75235       	1.609230e-03	1.213499e-03	2.318955e-02
9.75265       	1.609401e-03	1.213550e-03	2.330254e-02
9.75294       	1.609564e-03	1.213608e-03	2.361231e-02
9.75324       	1.609805e-03	1.213730e-03	2.351964e-02
9.75353       	1.609992e-03	1.213798e-03	2.358594e-02
9.75382       	1.610200e-03	1.213883e-03	2.407868e-02
9.75412       	1.610371e-03	1.213948e-03	2.370454e-02
9.75441       	1.610552e-03	1.213972e-03	2.403524e-02
9.75471       	1.610707e-03	1.213903e-03	2.366339e-02
9.755         	1.610845e-03	1.213861e-03	2.363699e-02
9.75529       	1.611026e-03	1.213861e-03	2.336553e-02
9.75559       	1.611201e-03	1.213846e-03	2.354613e-02
9.75588       	1.611346e-03	1.213838e-03	2.342872e-02
9.75618       	1.611462e-03	1.213810e-03	2.340453e-02
9.75647       	1.611655e-03	1.213823e-03	2.362743e-02
9.75676       	1.611869e-03	1.213826e-03	2.366626e-02
9.75706       	1.612029e-03	1.213711e-03	2.373615e-02
9.75735       	1.612173e-03	1.213632e-03	2.367738e-02
9.75765       	1.612343e-03	1.213625e-03	2.396222e-02
9.75794       	1.612549e-03	1.213670e-03	2.350884e-02
9.75824       	1.612733e-03	1.213626e-03	2.358795e-02
9.75853       	1.612863e-03	1.213591e-03	2.374438e-02
9.75882       	1.613001e-03	1.213628e-03	2.366826e-02
9.75912       	1.613208e-03	1.213670e-03	2.358419e-02
9.75941       	1.613431e-03	1.213781e-03	2.384157e-02
9.75971       	1.613628e-03	1.213882e-03	2.392609e-02
9.76          	1.613853e-03	1.213909e-03	2.355662e-02
9.76031       	1.714850e-03	1.289646e-03	2.946048e-02
9.76062       	1.715154e-03	1.289546e-03	2.754299e-02
9.76094       	1.715449e-03	1.289508e-03	2.657253e-02
9.76125       	1.715691e-03	1.289524e-03	2.570972e-02
9.76156       	1.715846e-03	1.289423e-03	2.556030e-02
9.76187       	1.716024e-03	1.289321e-03	2.543081e-02
9.76219       	1.716201e-03	1.289252e-03	2.520723e-02
9.7625        	1.716378e-03	1.289212e-03	2.511261e-02
9.76281       	1.716515e-03	1.289196e-03	2.504055e-02
9.76312       	1.716646e-03	1.289126e-03	2.503514e-02
9.76344       	1.716817e-03	1.289094e-03	2.494950e-02
9.76375       	1.717023e-03	1.289043e-03	2.485448e-02
9.76406       	1.717215e-03	1.288868e-03	2.480472e-02
9.76437       	1.717464e-03	1.288711e-03	2.459371e-02
9.76469       	1.717752e-03	1.288695e-03	2.464621e-02
9.765         	1.718012e-03	1.288634e-03	2.452338e-02
9.76531       	1.718300e-03	1.288615e-03	2.487231e-02
9.76562       	1.718562e-03	1.288600e-03	2.475499e-02
9.76594       	1.718853e-03	1.288598e-03	2.477938e-02
9.76625       	1.719134e-03	1.288570e-03	2.461617e-02
9.76656       	1.719362e-03	1.288466e-03	2.480509e-02
9.76687       	1.719634e-03	1.288415e-03	2.464132e-02
9.76719       	1.719919e-03	1.288391e-03	2.429395e-02
9.7675        	1.720194e-03	1.288352e-03	2.455675e-02
9.76781       	1.720502e-03	1.288301e-03	2.450123e-02
9.76812       	1.720791e-03	1.288351e-03	2.455910e-02
9.76844       	1.720999e-03	1.288362e-03	2.451613e-02
9.76875       	1.721229e-03	1.288395e-03	2.437695e-02
9.76906       	1.721375e-03	1.288315e-03	2.417675e-02
9.76937       	1.721581e-03	1.288222e-03	2.421776e-02
9.76969       	1.721741e-03	1.288154e-03	2.413031e-02
9.77          	1.721889e-03	1.288126e-03	2.396593e-02
9.77033       	1.836771e-03	1.373820e-03	3.022218e-02
9.77067       	1.837125e-03	1.373674e-03	2.805474e-02
9.771         	1.837340e-03	1.373461e-03	2.671454e-02
9.77133       	1.837605e-03	1.373315e-03	2.636272e-02
9.77167       	1.837843e-03	1.373278e-03	2.623343e-02
9.772         	1.838066e-03	1.373289e-03	2.594174e-02
9.77233       	1.838328e-03	1.373433e-03	2.583819e-02
9.77267       	1.838556e-03	1.373647e-03	2.552234e-02
9.773         	1.838798e-03	1.373807e-03	2.550156e-02
9.77333       	1.839061e-03	1.373918e-03	2.551133e-02
9.77367       	1.839289e-03	1.374020e-03	2.594747e-02
9.77402       	1.941620e-03	1.450347e-03	2.957605e-02
9.77437       	1.942015e-03	1.450331e-03	2.807538e-02
9.77472       	1.942388e-03	1.450322e-03	2.758447e-02
9.77507       	1.942791e-03	1.450351e-03	2.669709e-02
9.77543       	1.943138e-03	1.450317e-03	2.672814e-02
9.77578       	1.943483e-03	1.450265e-03	2.684049e-02
9.77613       	1.943754e-03	1.450223e-03	2.683299e-02
9.77648       	1.943969e-03	1.450194e-03	2.693853e-02
9.77683       	1.944082e-03	1.450137e-03	2.687462e-02
9.77719       	1.944206e-03	1.450083e-03	2.718909e-02
9.77754       	1.944352e-03	1.450088e-03	2.684996e-02
9.77789       	1.944491e-03	1.450016e-03	2.709075e-02
9.77824       	1.944666e-03	1.449927e-03	2.755269e-02
9.77859       	1.944852e-03	1.449869e-03	2.738187e-02
9.77894       	1.945062e-03	1.449785e-03	2.685177e-02
9.7793        	1.945292e-03	1.449844e-03	2.670488e-02
9.77965       	1.945554e-03	1.449942e-03	2.689332e-02
9.78          	1.945827e-03	1.450066e-03	2.659188e-02
9.78037       	2.048441e-03	1.526496e-03	3.011048e-02
9.78074       	2.048845e-03	1.526594e-03	2.904789e-02
9.78111       	2.049222e-03	1.526717e-03	2.800034e-02
9.78148       	2.049569e-03	1.526798e-03	2.778877e-02
9.78185       	2.049909e-03	1.526820e-03	2.764035e-02
9.78222       	2.050234e-03	1.526922e-03	2.756729e-02
9.78259       	2.050542e-03	1.527035e-03	2.765253e-02
9.78296       	2.050791e-03	1.527057e-03	2.760182e-02
9.78333       	2.051011e-03	1.527076e-03	2.766339e-02
9.7837        	2.051203e-03	1.527124e-03	2.775191e-02
9.78407       	2.051484e-03	1.527242e-03	2.784813e-02
9.78444       	2.051806e-03	1.527427e-03	2.807682e-02
9.78481       	2.052113e-03	1.527547e-03	2.802961e-02
9.78519       	2.052349e-03	1.527577e-03	2.777198e-02
9.78556       	2.052553e-03	1.527645e-03	2.778462e-02
9.78593       	2.052675e-03	1.527698e-03	2.774494e-02
9.7863        	2.052891e-03	1.527850e-03	2.770639e-02
9.78667       	2.053110e-03	1.528043e-03	2.783770e-02
9.78704       	2.053323e-03	1.528310e-03	2.781718e-02
9.78741       	2.053547e-03	1.528560e-03	2.813575e-02
9.78778       	2.053837e-03	1.528843e-03	2.802247e-02
9.78815       	2.054098e-03	1.529058e-03	2.766920e-02
9.78852       	2.054415e-03	1.529232e-03	2.786297e-02
9.78889       	2.054681e-03	1.529487e-03	2.753779e-02
9.78926       	2.054972e-03	1.529637e-03	2.764217e-02
9.78963       	2.055277e-03	1.529745e-03	2.786624e-02
9.79          	2.055479e-03	1.529801e-03	2.802860e-02
9.79038       	2.134664e-03	1.588553e-03	3.012200e-02
9.79077       	2.134906e-03	1.588530e-03	2.959002e-02
9.79115       	2.135152e-03	1.588607e-03	2.962278e-02
9.79154       	2.135363e-03	1.588577e-03	2.923501e-02
9.79192       	2.135589e-03	1.588585e-03	2.924724e-02
9.79231       	2.135775e-03	1.588573e-03	2.938675e-02
9.79269       	2.135933e-03	1.588654e-03	2.954335e-02
