# Residuals   
# Time        	Ux            	Uy            	p             
0             	N/A	N/A
0.202         	9.611844e-04	6.527392e-04	1.466934e-02
0.2024        	9.592569e-04	6.513731e-04	1.362293e-02
0.2028        	9.574651e-04	6.502610e-04	1.291853e-02
0.2032        	9.553662e-04	6.492477e-04	1.252129e-02
0.2036        	9.531406e-04	6.486264e-04	1.219646e-02
0.204         	9.513573e-04	6.481933e-04	1.191934e-02
0.2044        	9.493535e-04	6.479194e-04	1.179775e-02
0.2048        	9.474591e-04	6.474363e-04	1.158327e-02
0.2052        	9.459575e-04	6.465978e-04	1.127794e-02
0.2056        	9.442986e-04	6.457467e-04	1.107293e-02
0.206         	9.431276e-04	6.451069e-04	1.098902e-02
0.2064        	9.422899e-04	6.445095e-04	1.082757e-02
0.2068        	9.414297e-04	6.440269e-04	1.067434e-02
0.2072        	9.403297e-04	6.433715e-04	1.062662e-02
0.2076        	9.389484e-04	6.426467e-04	1.059770e-02
0.208         	9.374118e-04	6.418916e-04	1.054697e-02
0.2084        	9.352450e-04	6.410683e-04	1.043611e-02
0.2088        	9.328591e-04	6.400712e-04	1.032237e-02
0.2092        	9.303845e-04	6.391166e-04	1.022875e-02
0.2096        	9.278724e-04	6.381115e-04	1.017666e-02
0.21          	9.256052e-04	6.370498e-04	1.001905e-02
0.2104        	9.235734e-04	6.360068e-04	9.953841e-03
0.2108        	9.213449e-04	6.348754e-04	9.790085e-03
0.2112        	9.195288e-04	6.338304e-04	9.790105e-03
0.2116        	9.178182e-04	6.328641e-04	9.796139e-03
0.212         	9.155447e-04	6.322378e-04	9.711453e-03
0.2124        	9.131482e-04	6.317147e-04	9.542768e-03
0.2128        	9.112564e-04	6.311760e-04	9.466494e-03
0.2132        	9.101118e-04	6.306138e-04	9.522887e-03
0.2136        	9.094229e-04	6.299974e-04	9.498725e-03
0.214         	9.089983e-04	6.295085e-04	9.578198e-03
0.2144        	9.086979e-04	6.288627e-04	9.690849e-03
0.2148        	9.085152e-04	6.282089e-04	9.777715e-03
0.2152        	9.083898e-04	6.275270e-04	9.879006e-03
0.2156        	9.079166e-04	6.268851e-04	9.941614e-03
0.216         	9.075602e-04	6.263206e-04	9.942018e-03
0.2164        	9.072181e-04	6.258350e-04	9.960895e-03
0.2168        	9.070159e-04	6.254255e-04	9.980955e-03
0.2172        	9.074144e-04	6.252044e-04	9.893990e-03
0.2176        	9.081206e-04	6.250690e-04	9.909546e-03
0.218         	9.090972e-04	6.248760e-04	9.952441e-03
0.2184        	9.107277e-04	6.247012e-04	9.919321e-03
0.2188        	9.127542e-04	6.245667e-04	1.009071e-02
0.2192        	9.145149e-04	6.244938e-04	1.027647e-02
0.2196        	9.164977e-04	6.246371e-04	1.030442e-02
0.22          	9.185429e-04	6.248800e-04	1.014792e-02
0.220417      	9.585582e-04	6.509449e-04	2.389218e-02
0.220833      	9.601038e-04	6.509231e-04	1.963973e-02
